message;severity;node;stamp;location
"I witnessed: \"PUBLISHING TO SECOND TOPIC 11\"";"20";"minimal_subscriber_two";"1773255693.819888582";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function_two.py:listener_callback:33"
"Publishing: \"PUBLISHING TO SECOND TOPIC 11\"";"20";"minimal_publisher";"1773255693.819309412";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"Publishing: \"PUBLISHING TO FIRST TOPIC 11\"";"20";"minimal_publisher";"1773255693.818509622";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"I heard: \"PUBLISHING TO FIRST TOPIC 11\"";"20";"minimal_subscriber";"1773255693.817968299";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function.py:listener_callback:33"
"I witnessed: \"PUBLISHING TO SECOND TOPIC 10\"";"20";"minimal_subscriber_two";"1773255689.819196833";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function_two.py:listener_callback:33"
"I heard: \"PUBLISHING TO FIRST TOPIC 10\"";"20";"minimal_subscriber";"1773255689.818255360";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function.py:listener_callback:33"
"Publishing: \"PUBLISHING TO SECOND TOPIC 10\"";"20";"minimal_publisher";"1773255689.817725819";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"Publishing: \"PUBLISHING TO FIRST TOPIC 10\"";"20";"minimal_publisher";"1773255689.817541462";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"I witnessed: \"PUBLISHING TO SECOND TOPIC 9\"";"20";"minimal_subscriber_two";"1773255685.825100653";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function_two.py:listener_callback:33"
"I heard: \"PUBLISHING TO FIRST TOPIC 9\"";"20";"minimal_subscriber";"1773255685.818326330";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function.py:listener_callback:33"
"Publishing: \"PUBLISHING TO SECOND TOPIC 9\"";"20";"minimal_publisher";"1773255685.817772022";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"Publishing: \"PUBLISHING TO FIRST TOPIC 9\"";"20";"minimal_publisher";"1773255685.817558236";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"I heard: \"PUBLISHING TO FIRST TOPIC 8\"";"20";"minimal_subscriber";"1773255681.818365496";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function.py:listener_callback:33"
"Publishing: \"PUBLISHING TO SECOND TOPIC 8\"";"20";"minimal_publisher";"1773255681.817701487";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"Publishing: \"PUBLISHING TO FIRST TOPIC 8\"";"20";"minimal_publisher";"1773255681.817519714";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"Publishing: \"PUBLISHING TO SECOND TOPIC 7\"";"20";"minimal_publisher";"1773255677.818678700";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"Publishing: \"PUBLISHING TO FIRST TOPIC 7\"";"20";"minimal_publisher";"1773255677.817593355";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"I heard: \"PUBLISHING TO FIRST TOPIC 7\"";"20";"minimal_subscriber";"1773255677.818222465";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function.py:listener_callback:33"
"I heard: \"PUBLISHING TO FIRST TOPIC 6\"";"20";"minimal_subscriber";"1773255673.818388389";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function.py:listener_callback:33"
"Publishing: \"PUBLISHING TO SECOND TOPIC 6\"";"20";"minimal_publisher";"1773255673.817821038";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"Publishing: \"PUBLISHING TO FIRST TOPIC 6\"";"20";"minimal_publisher";"1773255673.817566459";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"I heard: \"PUBLISHING TO FIRST TOPIC 5\"";"20";"minimal_subscriber";"1773255669.834188789";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function.py:listener_callback:33"
"Publishing: \"PUBLISHING TO SECOND TOPIC 5\"";"20";"minimal_publisher";"1773255669.823033657";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"Publishing: \"PUBLISHING TO FIRST TOPIC 5\"";"20";"minimal_publisher";"1773255669.820478654";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"Publishing: \"PUBLISHING TO SECOND TOPIC 4\"";"20";"minimal_publisher";"1773255665.817995275";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"Publishing: \"PUBLISHING TO FIRST TOPIC 4\"";"20";"minimal_publisher";"1773255665.817670931";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"Publishing: \"PUBLISHING TO SECOND TOPIC 3\"";"20";"minimal_publisher";"1773255661.817886734";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"Publishing: \"PUBLISHING TO FIRST TOPIC 3\"";"20";"minimal_publisher";"1773255661.817566871";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"Publishing: \"PUBLISHING TO SECOND TOPIC 2\"";"20";"minimal_publisher";"1773255657.817680728";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"Publishing: \"PUBLISHING TO FIRST TOPIC 2\"";"20";"minimal_publisher";"1773255657.817481931";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"Publishing: \"PUBLISHING TO SECOND TOPIC 1\"";"20";"minimal_publisher";"1773255653.828404657";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"Publishing: \"PUBLISHING TO FIRST TOPIC 1\"";"20";"minimal_publisher";"1773255653.828186047";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"Publishing: \"PUBLISHING TO SECOND TOPIC 0\"";"20";"minimal_publisher";"1773255649.828934563";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"Publishing: \"PUBLISHING TO FIRST TOPIC 0\"";"20";"minimal_publisher";"1773255649.823498718";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
